age,workclass,education,marital-status,occupation,sex,capital-gain,hours-per-week,income
33, Federal-gov, Masters, Married-civ-spouse, Transport-moving, Male,0,40,<=50K
28, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Male,99999,40,>50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,0,45,>50K
43, Private, Masters, Married-civ-spouse, Prof-specialty, Male,0,55,<=50K
45, Local-gov, HS-grad, Divorced, Other-service, Female,0,40,<=50K
52, Federal-gov, Assoc-acdm, Married-civ-spouse, Other-service, Male,7298,40,>50K
24, Private, HS-grad, Never-married, Other-service, Male,0,35,<=50K
19, ?, Some-college, Never-married, ?, Male,0,40,<=50K
47, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Male,0,40,>50K
53, Self-emp-inc, Doctorate, Divorced, Exec-managerial, Male,14084,50,>50K
31, Private, Bachelors, Married-civ-spouse, Sales, Male,0,40,>50K
30, Private, Assoc-voc, Never-married, Craft-repair, Male,0,40,<=50K
56, Private, HS-grad, Married-civ-spouse, Adm-clerical, Male,0,40,<=50K
49, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Male,0,40,>50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Male,0,40,<=50K
19, Private, Some-college, Never-married, Adm-clerical, Male,0,18,<=50K
39, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Male,0,40,<=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Male,0,55,>50K
58, Private,11th, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
27, Private, HS-grad, Never-married, Transport-moving, Male,2174,40,<=50K
59, Local-gov, Masters, Divorced, Prof-specialty, Male,0,40,>50K
24, Private, Bachelors, Never-married, Sales, Male,0,47,<=50K
42, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Male,2407,40,<=50K
53, State-gov, Masters, Married-civ-spouse, Exec-managerial, Male,0,60,>50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Male,0,50,<=50K
36, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Female,0,40,>50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
33, Private,9th, Separated, Adm-clerical, Male,0,48,<=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Male,0,40,<=50K
43, Private,11th, Married-civ-spouse, Handlers-cleaners, Male,0,40,<=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Male,15024,50,>50K
48, Private, Bachelors, Married-spouse-absent, Prof-specialty, Female,0,36,>50K
45, Local-gov, Masters, Divorced, Prof-specialty, Female,0,40,<=50K
43, Private, HS-grad, Divorced, Exec-managerial, Female,0,40,<=50K
27, Private,9th, Never-married, Other-service, Male,0,30,<=50K
21, Private,7th-8th, Never-married, Craft-repair, Male,0,40,<=50K
63, ?, HS-grad, Widowed, ?, Female,0,4,<=50K
39, Private, Some-college, Married-civ-spouse, Adm-clerical, Male,15024,40,>50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Male,15024,55,>50K
41, Self-emp-inc, Bachelors, Widowed, Prof-specialty, Female,0,40,<=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,7688,70,>50K
27, ?,11th, Divorced, ?, Female,0,35,<=50K
53, State-gov, HS-grad, Divorced, Exec-managerial, Male,0,40,<=50K
33, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Male,0,50,<=50K
37, Private,10th, Never-married, Craft-repair, Male,0,35,<=50K
18, ?, Some-college, Never-married, ?, Female,0,40,<=50K
43, Federal-gov, Doctorate, Separated, Prof-specialty, Female,0,24,>50K
20, Private, Some-college, Never-married, Adm-clerical, Female,0,40,<=50K
47, Private, Prof-school, Married-civ-spouse, Prof-specialty, Male,0,50,>50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Male,0,70,<=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Male,0,45,>50K
67, Private,7th-8th, Married-civ-spouse, Craft-repair, Male,1797,40,<=50K
38, Private, Bachelors, Married-spouse-absent, Craft-repair, Male,0,40,<=50K
47, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Male,0,25,<=50K
39, Private, Assoc-voc, Married-civ-spouse, Tech-support, Male,0,40,<=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Male,0,35,<=50K
36, Private, HS-grad, Never-married, Other-service, Male,0,35,<=50K
24, Private, Some-college, Married-civ-spouse, Adm-clerical, Male,0,40,<=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Male,0,84,<=50K
21, Private, HS-grad, Never-married, Other-service, Female,1055,30,<=50K
21, Private,9th, Never-married, Other-service, Female,0,50,<=50K
40, Private, HS-grad, Never-married, Craft-repair, Male,0,40,<=50K
19, Private, Some-college, Never-married, Adm-clerical, Female,0,25,<=50K
38, Private, HS-grad, Never-married, Machine-op-inspct, Female,0,40,<=50K
34, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Male,0,50,<=50K
44, Local-gov, Some-college, Divorced, Exec-managerial, Male,0,50,<=50K
20, Private, Assoc-acdm, Never-married, Sales, Female,0,25,<=50K
44, Private, HS-grad, Never-married, Exec-managerial, Male,0,55,>50K
49, Local-gov, HS-grad, Divorced, Adm-clerical, Female,594,10,<=50K
45, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Male,0,50,>50K
24, Private, HS-grad, Never-married, Craft-repair, Male,0,40,<=50K
34, Private, HS-grad, Divorced, Adm-clerical, Male,0,40,<=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Male,0,72,>50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,45,<=50K
22, Private, HS-grad, Never-married, Other-service, Male,0,40,<=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Female,0,32,>50K
32, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, Male,15024,50,>50K
45, State-gov, HS-grad, Divorced, Transport-moving, Male,0,48,<=50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Male,0,45,<=50K
35, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Male,0,45,<=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Male,0,45,>50K
55, Private, Some-college, Divorced, Craft-repair, Male,0,40,<=50K
23, Private, HS-grad, Never-married, Farming-fishing, Male,0,40,<=50K
22, Private, Bachelors, Married-civ-spouse, Adm-clerical, Female,2885,25,<=50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Male,0,40,<=50K
24, Private, Assoc-acdm, Never-married, Adm-clerical, Female,0,15,<=50K
21, Private, Some-college, Never-married, Craft-repair, Male,0,40,<=50K
49, Private, Bachelors, Divorced, Sales, Female,0,35,<=50K
32, Private,12th, Married-civ-spouse, Machine-op-inspct, Male,0,40,<=50K
64, Private, Some-college, Widowed, Other-service, Female,0,24,<=50K
37, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Male,0,50,<=50K
61, Private,7th-8th, Married-spouse-absent, Machine-op-inspct, Male,0,40,<=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Female,0,40,>50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,52,>50K
43, Private, Masters, Never-married, Prof-specialty, Male,0,50,>50K
60, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Male,0,40,>50K
23, Private, Some-college, Never-married, Sales, Female,0,40,<=50K
25, Private, Masters, Married-civ-spouse, Machine-op-inspct, Male,0,40,<=50K
29, Private, HS-grad, Never-married, Adm-clerical, Female,0,40,<=50K
51, Private, Bachelors, Divorced, Prof-specialty, Female,0,55,<=50K
47, Private,1st-4th, Married-spouse-absent, Farming-fishing, Male,0,12,<=50K
20, Private, HS-grad, Never-married, Exec-managerial, Female,0,40,<=50K
25, Private,11th, Married-civ-spouse, Transport-moving, Male,5178,40,>50K
27, Private,10th, Married-civ-spouse, Machine-op-inspct, Male,0,40,<=50K
23, Private, HS-grad, Never-married, Adm-clerical, Female,0,40,<=50K
18, Private, HS-grad, Never-married, Other-service, Female,0,27,<=50K
23, Private,7th-8th, Married-civ-spouse, Transport-moving, Male,0,32,<=50K
59, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Male,0,60,<=50K
46, Private, HS-grad, Never-married, Adm-clerical, Female,0,37,<=50K
66, ?,7th-8th, Divorced, ?, Male,0,40,<=50K
46, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Male,0,38,>50K
36, Local-gov,11th, Never-married, Other-service, Female,0,23,<=50K
44, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Female,0,40,<=50K
17, Private,11th, Never-married, Sales, Male,0,20,<=50K
27, Private, Some-college, Never-married, Exec-managerial, Male,0,45,<=50K
32, Private, Some-college, Married-civ-spouse, Sales, Male,0,40,>50K
53, Private, HS-grad, Divorced, Other-service, Male,0,40,<=50K
22, Private, Some-college, Never-married, Prof-specialty, Male,0,98,<=50K
30, Private, Assoc-acdm, Never-married, Prof-specialty, Female,0,40,<=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Male,0,30,<=50K
68, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Male,0,40,>50K
39, Private, HS-grad, Married-civ-spouse, Sales, Male,0,40,<=50K
22, Private, Bachelors, Never-married, Adm-clerical, Female,0,40,<=50K
62, ?,7th-8th, Married-civ-spouse, ?, Male,6418,40,>50K
20, Private, HS-grad, Never-married, Sales, Female,0,35,<=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Male,0,38,<=50K
34, Private, Assoc-voc, Never-married, Other-service, Male,0,50,<=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Male,0,75,<=50K
25, Private, Some-college, Never-married, Adm-clerical, Female,0,40,<=50K
23, State-gov, HS-grad, Never-married, Other-service, Female,0,21,<=50K
40, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Male,0,40,<=50K
26, Federal-gov, HS-grad, Never-married, Adm-clerical, Male,0,40,<=50K
57, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Male,0,40,>50K
36, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Male,0,60,>50K
43, ?, Some-college, Divorced, ?, Female,0,40,<=50K
49, State-gov, Bachelors, Divorced, Prof-specialty, Male,0,40,<=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,40,>50K
32, Private, Some-college, Divorced, Exec-managerial, Male,0,40,<=50K
59, Private, HS-grad, Married-civ-spouse, Adm-clerical, Male,0,45,>50K
42, State-gov, Bachelors, Never-married, Adm-clerical, Female,0,40,<=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,0,40,<=50K
40, Private, Prof-school, Married-civ-spouse, Prof-specialty, Male,15024,45,>50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Male,0,40,<=50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Male,0,45,>50K
30, Private, HS-grad, Never-married, Adm-clerical, Female,0,40,<=50K
42, Private, HS-grad, Widowed, Exec-managerial, Female,0,35,<=50K
21, Private, HS-grad, Never-married, Other-service, Male,0,40,<=50K
21, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Female,0,40,<=50K
47, Private, HS-grad, Married-civ-spouse, Tech-support, Female,0,40,<=50K
22, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Male,0,20,<=50K
35, Private, Assoc-acdm, Never-married, Adm-clerical, Female,14344,40,>50K
41, Private,11th, Never-married, Handlers-cleaners, Female,0,40,<=50K
43, Federal-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Male,0,53,<=50K
60, Private, Some-college, Married-civ-spouse, Sales, Male,0,55,<=50K
73, Private,7th-8th, Married-civ-spouse, Sales, Male,0,30,>50K
90, Private, Bachelors, Married-civ-spouse, Exec-managerial, Female,0,40,>50K
62, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Male,0,38,<=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
19, Private, HS-grad, Never-married, Sales, Male,0,45,<=50K
30, Private, HS-grad, Never-married, Craft-repair, Male,0,35,<=50K
19, Private,12th, Never-married, Handlers-cleaners, Female,0,52,<=50K
23, Private, Some-college, Never-married, Other-service, Male,2202,80,<=50K
22, Federal-gov, Bachelors, Never-married, Prof-specialty, Male,0,10,<=50K
19, Private, HS-grad, Never-married, Adm-clerical, Female,0,28,<=50K
45, Federal-gov, Assoc-acdm, Divorced, Adm-clerical, Male,0,40,<=50K
26, Local-gov, HS-grad, Never-married, Other-service, Female,0,25,<=50K
42, Local-gov,10th, Married-civ-spouse, Handlers-cleaners, Male,99999,40,>50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Male,0,35,<=50K
61, Private,10th, Married-civ-spouse, Sales, Male,0,40,<=50K
34, Private, Bachelors, Divorced, Sales, Male,0,60,>50K
22, Local-gov, HS-grad, Never-married, Other-service, Female,0,53,<=50K
56, Private, Masters, Married-civ-spouse, Prof-specialty, Male,0,40,>50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Male,0,40,<=50K
24, ?, Some-college, Never-married, ?, Male,0,40,<=50K
26, Private, HS-grad, Divorced, Craft-repair, Male,0,40,<=50K
32, Private, HS-grad, Never-married, Sales, Female,0,45,<=50K
58, Private, Assoc-acdm, Divorced, Adm-clerical, Male,0,40,<=50K
25, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Adm-clerical, Female,0,35,>50K
23, Private, Some-college, Never-married, Adm-clerical, Female,0,25,<=50K
23, Private, Some-college, Married-civ-spouse, Tech-support, Male,0,40,<=50K
54, Private, Some-college, Married-civ-spouse, Adm-clerical, Male,0,40,<=50K
28, Private, Some-college, Never-married, Exec-managerial, Female,0,35,<=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Male,0,40,>50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Male,0,25,>50K
23, Private,12th, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
42, Private, Some-college, Married-civ-spouse, Tech-support, Male,0,50,>50K
72, Private,10th, Widowed, Adm-clerical, Female,0,20,<=50K
21, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Male,0,40,<=50K
37, Private, Bachelors, Never-married, Craft-repair, Male,0,40,<=50K
54, Private, HS-grad, Divorced, Other-service, Female,0,40,<=50K
58, Private, Masters, Divorced, Adm-clerical, Female,0,45,<=50K
32, Private, Bachelors, Never-married, Prof-specialty, Male,0,40,<=50K
65, Private, Some-college, Widowed, Adm-clerical, Female,0,15,<=50K
22, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Male,0,45,<=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,0,40,>50K
65, Private,10th, Widowed, Sales, Female,0,20,<=50K
33, Self-emp-not-inc, HS-grad, Never-married, Other-service, Female,0,35,<=50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Male,6497,65,<=50K
27, Private, Some-college, Never-married, Adm-clerical, Female,0,40,<=50K
34, State-gov, HS-grad, Never-married, Other-service, Male,0,42,<=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Male,0,70,<=50K
23, Private,10th, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
43, State-gov, Doctorate, Separated, Prof-specialty, Female,0,40,>50K
58, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Male,3908,40,<=50K
38, Private,10th, Separated, Adm-clerical, Male,0,40,<=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Male,0,50,<=50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,0,50,>50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Male,0,50,<=50K
33, Federal-gov, HS-grad, Never-married, Adm-clerical, Female,0,30,<=50K
29, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Male,0,40,<=50K
54, State-gov, Doctorate, Never-married, Exec-managerial, Female,0,50,>50K
41, Private,7th-8th, Married-civ-spouse, Farming-fishing, Male,0,36,<=50K
63, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Male,0,50,<=50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Female,0,27,<=50K
23, Private, Bachelors, Never-married, Sales, Female,0,25,<=50K
31, Private, Some-college, Married-spouse-absent, Transport-moving, Male,0,40,<=50K
41, Private, Prof-school, Married-civ-spouse, Prof-specialty, Male,0,45,>50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Male,0,40,>50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, Male,0,40,>50K
23, Private, Some-college, Never-married, Prof-specialty, Female,0,45,<=50K
24, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Male,0,45,<=50K
67, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Female,0,20,<=50K
65, ?, HS-grad, Widowed, ?, Female,0,35,<=50K
47, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Male,0,40,>50K
21, Private, HS-grad, Never-married, Craft-repair, Male,0,40,<=50K
38, Private,7th-8th, Married-civ-spouse, Farming-fishing, Male,0,40,<=50K
55, Private, Bachelors, Divorced, Prof-specialty, Female,0,40,<=50K
39, Private, Masters, Divorced, Prof-specialty, Female,1506,40,<=50K
24, Private, HS-grad, Separated, Other-service, Female,0,50,>50K
24, Private, HS-grad, Married-civ-spouse, Protective-serv, Male,0,40,<=50K
38, Private, Some-college, Married-civ-spouse, Sales, Male,7298,40,>50K
19, Private, HS-grad, Never-married, Other-service, Male,0,24,<=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,50,<=50K
63, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Male,0,60,>50K
18, Private, Some-college, Never-married, Sales, Female,0,30,<=50K
36, Private, Some-college, Married-civ-spouse, Transport-moving, Male,0,45,<=50K
41, Private, Bachelors, Divorced, Transport-moving, Male,6497,40,<=50K
57, Private, Some-college, Never-married, Protective-serv, Male,0,40,<=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
44, Private, HS-grad, Divorced, Sales, Female,0,40,<=50K
25, Private, Some-college, Never-married, Exec-managerial, Male,0,40,<=50K
48, Private,12th, Married-civ-spouse, Exec-managerial, Male,0,50,<=50K
20, Private, Some-college, Never-married, Sales, Female,0,8,<=50K
74, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Male,0,55,<=50K
44, Private, HS-grad, Never-married, Exec-managerial, Female,0,40,<=50K
26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Female,0,40,<=50K
54, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Male,0,40,<=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Male,0,48,>50K
38, Private, Some-college, Divorced, Adm-clerical, Female,7443,40,<=50K
18, Private,10th, Never-married, Other-service, Female,0,40,<=50K
32, Local-gov, Masters, Never-married, Prof-specialty, Female,0,40,<=50K
24, Private, Some-college, Never-married, Other-service, Male,0,40,<=50K
19, Self-emp-not-inc,9th, Never-married, Prof-specialty, Male,0,35,<=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Male,0,40,<=50K
28, Private, HS-grad, Separated, Handlers-cleaners, Male,0,30,<=50K
49, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
63, Private, HS-grad, Widowed, Machine-op-inspct, Female,0,40,<=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Male,0,50,<=50K
68, Self-emp-inc, HS-grad, Widowed, Other-service, Female,0,15,<=50K
41, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Male,0,40,>50K
21, ?, HS-grad, Never-married, ?, Female,0,40,<=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Male,3103,50,>50K
24, Private, Bachelors, Never-married, Prof-specialty, Male,0,40,<=50K
50, Private, Bachelors, Divorced, Exec-managerial, Female,0,40,<=50K
47, Private, Some-college, Divorced, Other-service, Female,0,44,<=50K
64, ?, HS-grad, Divorced, ?, Male,8614,40,>50K
54, Private, HS-grad, Widowed, Other-service, Female,0,40,<=50K
28, Private, Bachelors, Never-married, Adm-clerical, Female,0,30,<=50K
26, State-gov, Masters, Never-married, Prof-specialty, Female,0,40,<=50K
35, State-gov, Bachelors, Separated, Exec-managerial, Male,0,42,<=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Male,2885,15,<=50K
50, Private, Assoc-acdm, Married-civ-spouse, Sales, Female,3942,40,<=50K
39, Private, HS-grad, Divorced, Adm-clerical, Female,0,40,<=50K
46, Private, Bachelors, Never-married, Sales, Male,0,45,>50K
41, Private, Some-college, Widowed, Adm-clerical, Female,0,48,<=50K
24, Private,7th-8th, Married-civ-spouse, Sales, Male,2580,40,<=50K
57, Private, HS-grad, Divorced, Craft-repair, Male,0,40,<=50K
32, Private, HS-grad, Never-married, Handlers-cleaners, Male,0,40,<=50K
41, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Male,0,50,>50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,40,>50K
41, ?, Assoc-voc, Divorced, ?, Male,0,80,<=50K
69, Private,7th-8th, Divorced, Machine-op-inspct, Female,2964,40,<=50K
22, Private, HS-grad, Never-married, Other-service, Female,0,40,<=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Male,3942,40,<=50K
33, Private, HS-grad, Never-married, Adm-clerical, Male,0,40,<=50K
57, Private, Some-college, Separated, Sales, Female,0,40,<=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Male,0,65,>50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,50,<=50K
48, Self-emp-not-inc, Some-college, Divorced, Handlers-cleaners, Female,0,40,<=50K
38, Local-gov, Some-college, Married-spouse-absent, Exec-managerial, Female,0,35,<=50K
26, State-gov, Bachelors, Never-married, Prof-specialty, Female,0,60,<=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Male,0,40,<=50K
35, Private, HS-grad, Married-spouse-absent, Other-service, Female,0,20,<=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Male,5178,75,>50K
42, Private, HS-grad, Divorced, Machine-op-inspct, Male,0,40,<=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Female,0,40,>50K
37, Private, HS-grad, Never-married, Exec-managerial, Female,0,50,<=50K
28, Private, Masters, Never-married, Exec-managerial, Female,0,80,<=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
24, Private,11th, Never-married, Adm-clerical, Female,0,40,<=50K
45, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Male,0,40,>50K
29, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Male,0,50,>50K
23, Private, Some-college, Never-married, Adm-clerical, Female,0,25,<=50K
24, Federal-gov, Bachelors, Never-married, Exec-managerial, Male,0,40,<=50K
25, Private, Assoc-acdm, Never-married, Prof-specialty, Female,0,40,<=50K
58, Private, HS-grad, Divorced, Sales, Female,0,32,<=50K
28, Self-emp-inc, Assoc-voc, Never-married, Sales, Male,0,60,<=50K
58, Private, HS-grad, Widowed, Sales, Female,0,35,>50K
18, Private,11th, Never-married, Other-service, Male,0,16,<=50K
59, Private,7th-8th, Married-civ-spouse, Protective-serv, Male,0,40,<=50K
39, Private, HS-grad, Divorced, Adm-clerical, Female,0,40,<=50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Male,0,50,>50K
54, Private, Prof-school, Never-married, Prof-specialty, Female,0,65,<=50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Male,0,50,>50K
59, Private, Masters, Married-civ-spouse, Sales, Male,7298,55,>50K
42, State-gov, HS-grad, Never-married, Protective-serv, Male,0,40,>50K
36, Private, Some-college, Married-civ-spouse, Adm-clerical, Female,0,40,<=50K
37, Private, Some-college, Never-married, Adm-clerical, Female,0,60,<=50K
32, Private, Some-college, Never-married, Handlers-cleaners, Male,0,40,<=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Male,0,50,<=50K
19, Private, HS-grad, Separated, Adm-clerical, Female,0,30,<=50K
55, Local-gov, Bachelors, Widowed, Prof-specialty, Female,0,48,<=50K
30, Private, HS-grad, Never-married, Craft-repair, Male,0,40,<=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Male,0,50,>50K
65, ?, HS-grad, Married-civ-spouse, ?, Male,0,25,<=50K
44, Private, Bachelors, Never-married, Exec-managerial, Female,0,5,<=50K
23, ?,5th-6th, Never-married, ?, Male,0,50,<=50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Male,0,50,<=50K
60, Private, HS-grad, Married-spouse-absent, Other-service, Female,0,20,<=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Male,0,40,<=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Male,0,40,<=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Male,0,16,<=50K
57, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
41, Private, Some-college, Divorced, Transport-moving, Male,0,60,<=50K
34, Self-emp-not-inc,11th, Married-civ-spouse, Transport-moving, Male,0,60,<=50K
44, Private, Some-college, Divorced, Exec-managerial, Female,0,42,<=50K
44, Private, Bachelors, Divorced, Transport-moving, Male,0,40,<=50K
57, Private,1st-4th, Married-civ-spouse, Handlers-cleaners, Male,0,22,<=50K
37, Private, Bachelors, Never-married, Prof-specialty, Male,0,30,<=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Male,0,16,>50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Male,99999,50,>50K
27, Private, Some-college, Never-married, Exec-managerial, Male,0,45,<=50K
41, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Female,3103,40,>50K
28, ?, Bachelors, Never-married, ?, Male,0,8,<=50K
37, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Male,0,60,<=50K
18, Private, Some-college, Never-married, Other-service, Male,0,8,<=50K
24, State-gov,7th-8th, Never-married, Tech-support, Female,0,20,<=50K
53, Private,12th, Married-civ-spouse, Adm-clerical, Female,0,40,<=50K
40, Private, HS-grad, Divorced, Machine-op-inspct, Male,0,48,<=50K
54, Private, Some-college, Divorced, Machine-op-inspct, Male,0,60,<=50K
22, Private, Some-college, Never-married, Prof-specialty, Female,0,40,<=50K
44, Private,10th, Married-spouse-absent, Adm-clerical, Female,0,30,<=50K
43, Private, Some-college, Divorced, Exec-managerial, Female,0,45,<=50K
58, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Female,0,20,>50K
59, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Female,0,45,>50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,0,45,>50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Male,0,40,<=50K
17, Private,10th, Never-married, Sales, Female,0,20,<=50K
45, Private, Some-college, Divorced, Prof-specialty, Female,0,32,<=50K
40, Private, Some-college, Divorced, Handlers-cleaners, Male,0,40,<=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Male,0,45,<=50K
25, Federal-gov, Bachelors, Never-married, Tech-support, Male,0,45,<=50K
58, Private, HS-grad, Divorced, Handlers-cleaners, Male,0,40,<=50K
