estacion,provincia,altura,numero,NroOACI,LAT_decimal,LON_decimal,mes_txt,prec_sup_1mm,humedad,nubosidad,prec_mm,temp,temp_max,temp_min,viento
EL CALAFATE AERO,SANTA CRUZ,204.0,87904.0,SAWC,-50.28333333333333,-72.05,Nov,1.5,49.9,4.5,6.9,10.7,15.8,4.0,23.9
EL CALAFATE AERO,SANTA CRUZ,204.0,87904.0,SAWC,-50.28333333333333,-72.05,Dic,2.0,48.1,4.8,9.5,12.8,17.9,6.2,24.4
EL PALOMAR AERO,BUENOS AIRES,12.0,87571.0,SADP,-34.6,-58.6,Ene,6.6,66.7,3.2,115.9,24.1,S/D,S/D,12.0
EL PALOMAR AERO,BUENOS AIRES,12.0,87571.0,SADP,-34.6,-58.6,Feb,6.0,71.4,3.3,112.0,23.1,S/D,S/D,11.1
EL PALOMAR AERO,BUENOS AIRES,12.0,87571.0,SADP,-34.6,-58.6,Mar,6.0,74.7,3.2,104.3,21.0,S/D,S/D,10.2
EL PALOMAR AERO,BUENOS AIRES,12.0,87571.0,SADP,-34.6,-58.6,Abr,6.8,78.9,3.6,112.4,17.0,S/D,S/D,9.4
EL PALOMAR AERO,BUENOS AIRES,12.0,87571.0,SADP,-34.6,-58.6,May,4.9,82.1,4.0,72.9,13.4,S/D,S/D,8.7
EL PALOMAR AERO,BUENOS AIRES,12.0,87571.0,SADP,-34.6,-58.6,Jun,4.4,81.1,4.2,54.5,10.5,S/D,S/D,8.9
EL PALOMAR AERO,BUENOS AIRES,12.0,87571.0,SADP,-34.6,-58.6,Jul,S/D,79.5,4.1,S/D,9.7,S/D,S/D,9.6
EL PALOMAR AERO,BUENOS AIRES,12.0,87571.0,SADP,-34.6,-58.6,Ago,4.6,75.6,3.9,63.9,11.8,S/D,S/D,10.8
EL PALOMAR AERO,BUENOS AIRES,12.0,87571.0,SADP,-34.6,-58.6,Sep,5.2,72.5,3.8,66.9,13.9,S/D,S/D,12.9
EL PALOMAR AERO,BUENOS AIRES,12.0,87571.0,SADP,-34.6,-58.6,Oct,7.3,72.7,4.0,116.3,16.9,S/D,S/D,12.6
EL PALOMAR AERO,BUENOS AIRES,12.0,87571.0,SADP,-34.6,-58.6,Nov,6.6,68.2,3.5,109.0,20.0,S/D,S/D,12.3
EL PALOMAR AERO,BUENOS AIRES,12.0,87571.0,SADP,-34.6,-58.6,Dic,6.5,65.5,3.3,104.2,22.7,S/D,S/D,11.8
EL TREBOL,,,,,,,Ene,6.5,70.6,3.3,123.8,23.9,30.7,17.4,9.3
EL TREBOL,,,,,,,Feb,6.4,75.6,3.4,115.9,22.5,29.2,16.4,9.0
EL TREBOL,,,,,,,Mar,6.5,75.7,3.2,114.1,20.9,27.9,14.8,8.6
EL TREBOL,,,,,,,Abr,6.5,76.9,3.7,104.6,17.3,24.3,11.8,9.2
EL TREBOL,,,,,,,May,3.8,78.4,4.1,37.4,13.8,20.5,8.4,9.0
EL TREBOL,,,,,,,Jun,2.7,77.9,4.1,21.9,10.7,17.4,5.4,8.4
EL TREBOL,,,,,,,Jul,2.2,73.7,3.8,19.3,9.6,16.9,3.8,8.8
EL TREBOL,,,,,,,Ago,2.4,69.3,3.3,24.9,11.8,19.7,5.1,10.6
EL TREBOL,,,,,,,Sep,3.8,66.8,3.3,47.2,14.6,22.0,7.6,11.2
EL TREBOL,,,,,,,Oct,6.9,69.5,3.7,103.5,18.0,24.8,11.6,11.6
EL TREBOL,,,,,,,Nov,7.0,66.1,3.3,111.6,20.9,27.9,14.2,11.2
EL TREBOL,,,,,,,Dic,8.0,67.9,3.3,160.0,23.0,29.9,16.4,10.1
ESQUEL AERO,CHUBUT,797.0,87803.0,SAVE,-42.9,-71.13333333333334,Ene,3.2,47.4,3.2,22.1,15.4,22.0,8.6,19.9
ESQUEL AERO,CHUBUT,797.0,87803.0,SAVE,-42.9,-71.13333333333334,Feb,3.3,49.9,3.1,20.8,15.1,22.3,8.1,16.3
ESQUEL AERO,CHUBUT,797.0,87803.0,SAVE,-42.9,-71.13333333333334,Mar,3.6,56.0,3.5,23.5,12.4,19.2,5.8,14.4
ESQUEL AERO,CHUBUT,797.0,87803.0,SAVE,-42.9,-71.13333333333334,Abr,5.5,63.0,3.7,41.1,8.4,14.7,2.9,13.5
ESQUEL AERO,CHUBUT,797.0,87803.0,SAVE,-42.9,-71.13333333333334,May,7.4,72.1,4.4,64.5,5.2,10.5,0.8,12.6
ESQUEL AERO,CHUBUT,797.0,87803.0,SAVE,-42.9,-71.13333333333334,Jun,8.8,75.4,4.6,81.1,2.6,7.0,-1.4,14.0
ESQUEL AERO,CHUBUT,797.0,87803.0,SAVE,-42.9,-71.13333333333334,Jul,7.8,75.3,4.4,64.5,1.7,6.2,-2.4,12.5
ESQUEL AERO,CHUBUT,797.0,87803.0,SAVE,-42.9,-71.13333333333334,Ago,8.4,70.1,4.3,55.3,3.4,8.7,-1.1,14.0
ESQUEL AERO,CHUBUT,797.0,87803.0,SAVE,-42.9,-71.13333333333334,Sep,5.1,61.7,3.9,29.4,5.6,11.9,0.2,14.4
ESQUEL AERO,CHUBUT,797.0,87803.0,SAVE,-42.9,-71.13333333333334,Oct,4.5,55.0,3.9,28.7,8.4,14.6,2.3,16.4
ESQUEL AERO,CHUBUT,797.0,87803.0,SAVE,-42.9,-71.13333333333334,Nov,3.6,49.9,3.8,21.3,11.3,17.6,4.9,19.8
ESQUEL AERO,CHUBUT,797.0,87803.0,SAVE,-42.9,-71.13333333333334,Dic,2.7,47.5,3.6,20.3,13.7,20.1,7.3,21.0
EZEIZA AERO,BUENOS AIRES,20.0,87576.0,SAEZ,-34.81666666666667,-58.53333333333333,Ene,6.6,65.6,3.4,99.8,24.1,30.3,17.9,13.2
EZEIZA AERO,BUENOS AIRES,20.0,87576.0,SAEZ,-34.81666666666667,-58.53333333333333,Feb,6.4,70.6,3.4,108.5,23.0,28.8,17.1,12.2
EZEIZA AERO,BUENOS AIRES,20.0,87576.0,SAEZ,-34.81666666666667,-58.53333333333333,Mar,6.0,74.2,3.4,100.1,21.0,26.8,15.4,11.2
EZEIZA AERO,BUENOS AIRES,20.0,87576.0,SAEZ,-34.81666666666667,-58.53333333333333,Abr,6.3,77.3,3.8,100.6,17.1,22.9,11.8,10.8
EZEIZA AERO,BUENOS AIRES,20.0,87576.0,SAEZ,-34.81666666666667,-58.53333333333333,May,4.9,79.7,4.3,70.3,13.6,19.0,8.9,10.0
EZEIZA AERO,BUENOS AIRES,20.0,87576.0,SAEZ,-34.81666666666667,-58.53333333333333,Jun,4.5,78.5,4.5,48.4,10.8,15.9,6.1,10.4
EZEIZA AERO,BUENOS AIRES,20.0,87576.0,SAEZ,-34.81666666666667,-58.53333333333333,Jul,4.5,77.6,4.4,56.9,9.8,15.0,5.2,11.1
EZEIZA AERO,BUENOS AIRES,20.0,87576.0,SAEZ,-34.81666666666667,-58.53333333333333,Ago,4.6,73.8,4.2,59.3,11.8,17.5,6.6,12.0
EZEIZA AERO,BUENOS AIRES,20.0,87576.0,SAEZ,-34.81666666666667,-58.53333333333333,Sep,5.5,71.7,4.1,65.4,13.8,19.3,8.3,13.5
EZEIZA AERO,BUENOS AIRES,20.0,87576.0,SAEZ,-34.81666666666667,-58.53333333333333,Oct,7.5,71.9,4.2,106.6,16.8,22.2,11.2,13.4
EZEIZA AERO,BUENOS AIRES,20.0,87576.0,SAEZ,-34.81666666666667,-58.53333333333333,Nov,6.5,67.0,3.7,99.5,20.0,25.8,13.8,13.9
EZEIZA AERO,BUENOS AIRES,20.0,87576.0,SAEZ,-34.81666666666667,-58.53333333333333,Dic,6.2,64.1,3.4,99.5,22.7,29.0,16.2,12.7
FORMOSA AERO,FORMOSA,60.0,87162.0,SARF,-26.2,-58.21666666666667,Ene,7.6,71.5,4.0,163.5,27.7,34.1,22.5,12.4
FORMOSA AERO,FORMOSA,60.0,87162.0,SARF,-26.2,-58.21666666666667,Feb,7.4,74.2,4.0,135.6,26.9,33.0,22.0,11.5
FORMOSA AERO,FORMOSA,60.0,87162.0,SARF,-26.2,-58.21666666666667,Mar,6.8,76.4,3.7,138.2,25.6,31.7,20.6,10.8
FORMOSA AERO,FORMOSA,60.0,87162.0,SARF,-26.2,-58.21666666666667,Abr,6.9,78.9,3.8,159.6,22.7,28.6,18.0,10.5
FORMOSA AERO,FORMOSA,60.0,87162.0,SARF,-26.2,-58.21666666666667,May,6.0,81.2,4.1,110.1,19.0,24.5,14.6,11.2
FORMOSA AERO,FORMOSA,60.0,87162.0,SARF,-26.2,-58.21666666666667,Jun,4.7,81.0,4.5,60.3,17.3,22.8,13.1,12.2
FORMOSA AERO,FORMOSA,60.0,87162.0,SARF,-26.2,-58.21666666666667,Jul,3.4,76.4,4.0,41.0,16.4,22.7,11.5,12.1
FORMOSA AERO,FORMOSA,60.0,87162.0,SARF,-26.2,-58.21666666666667,Ago,3.6,70.3,3.5,34.8,18.3,25.4,12.7,14.8
FORMOSA AERO,FORMOSA,60.0,87162.0,SARF,-26.2,-58.21666666666667,Sep,5.7,69.3,3.8,74.8,20.4,27.2,14.7,14.3
FORMOSA AERO,FORMOSA,60.0,87162.0,SARF,-26.2,-58.21666666666667,Oct,8.3,72.4,4.2,150.3,23.4,29.5,18.2,15.4
FORMOSA AERO,FORMOSA,60.0,87162.0,SARF,-26.2,-58.21666666666667,Nov,7.8,71.1,3.7,159.9,24.8,30.9,19.2,13.7
FORMOSA AERO,FORMOSA,60.0,87162.0,SARF,-26.2,-58.21666666666667,Dic,7.8,71.4,3.9,178.4,26.9,33.0,21.4,12.9
GENERAL PICO AERO,LA PAMPA,145.0,87532.0,SAZG,-35.68333333333333,-63.75,Ene,7.3,63.6,3.1,106.6,23.8,30.9,17.1,S/D
GENERAL PICO AERO,LA PAMPA,145.0,87532.0,SAZG,-35.68333333333333,-63.75,Feb,5.9,68.2,3.0,105.3,22.4,29.6,15.9,S/D
GENERAL PICO AERO,LA PAMPA,145.0,87532.0,SAZG,-35.68333333333333,-63.75,Mar,7.4,71.2,3.1,130.6,20.2,27.4,14.4,S/D
GENERAL PICO AERO,LA PAMPA,145.0,87532.0,SAZG,-35.68333333333333,-63.75,Abr,5.3,72.8,3.4,79.5,16.1,23.2,10.5,S/D
GENERAL PICO AERO,LA PAMPA,145.0,87532.0,SAZG,-35.68333333333333,-63.75,May,4.0,78.0,3.9,33.5,12.2,18.8,7.1,S/D
GENERAL PICO AERO,LA PAMPA,145.0,87532.0,SAZG,-35.68333333333333,-63.75,Jun,2.8,76.5,4.0,15.9,8.9,15.7,3.6,S/D
GENERAL PICO AERO,LA PAMPA,145.0,87532.0,SAZG,-35.68333333333333,-63.75,Jul,2.7,73.4,3.8,17.2,8.0,15.1,2.5,S/D
GENERAL PICO AERO,LA PAMPA,145.0,87532.0,SAZG,-35.68333333333333,-63.75,Ago,2.7,65.5,3.4,23.8,10.4,18.1,4.0,S/D
GENERAL PICO AERO,LA PAMPA,145.0,87532.0,SAZG,-35.68333333333333,-63.75,Sep,4.7,63.2,3.6,48.8,13.3,20.8,6.6,S/D
GENERAL PICO AERO,LA PAMPA,145.0,87532.0,SAZG,-35.68333333333333,-63.75,Oct,7.8,65.4,3.7,100.4,16.6,23.5,10.2,S/D
GENERAL PICO AERO,LA PAMPA,145.0,87532.0,SAZG,-35.68333333333333,-63.75,Nov,6.6,59.3,3.3,103.4,20.3,27.4,13.4,S/D
GENERAL PICO AERO,LA PAMPA,145.0,87532.0,SAZG,-35.68333333333333,-63.75,Dic,7.4,59.0,3.1,120.2,23.0,30.2,15.9,S/D
GOBERNADOR GREGORES AERO,SANTA CRUZ,358.0,87880.0,SAWR,-48.766666666666666,-70.15,Ene,1.8,43.7,4.0,8.4,15.3,22.6,9.2,S/D
GOBERNADOR GREGORES AERO,SANTA CRUZ,358.0,87880.0,SAWR,-48.766666666666666,-70.15,Feb,2.8,47.6,3.8,12.7,15.2,22.5,8.9,S/D
GOBERNADOR GREGORES AERO,SANTA CRUZ,358.0,87880.0,SAWR,-48.766666666666666,-70.15,Mar,2.7,52.4,3.7,13.6,12.5,18.9,7.1,S/D
GOBERNADOR GREGORES AERO,SANTA CRUZ,358.0,87880.0,SAWR,-48.766666666666666,-70.15,Abr,2.5,57.1,3.5,11.2,9.1,14.9,4.1,S/D
GOBERNADOR GREGORES AERO,SANTA CRUZ,358.0,87880.0,SAWR,-48.766666666666666,-70.15,May,2.3,66.3,3.6,10.1,5.3,10.1,1.1,S/D
GOBERNADOR GREGORES AERO,SANTA CRUZ,358.0,87880.0,SAWR,-48.766666666666666,-70.15,Jun,3.8,71.0,3.6,16.2,1.9,5.9,-2.0,S/D
GOBERNADOR GREGORES AERO,SANTA CRUZ,358.0,87880.0,SAWR,-48.766666666666666,-70.15,Jul,2.7,S/D,S/D,8.6,S/D,5.7,-2.4,S/D
GOBERNADOR GREGORES AERO,SANTA CRUZ,358.0,87880.0,SAWR,-48.766666666666666,-70.15,Ago,2.5,S/D,S/D,10.1,S/D,8.4,-0.7,S/D
GOBERNADOR GREGORES AERO,SANTA CRUZ,358.0,87880.0,SAWR,-48.766666666666666,-70.15,Sep,2.6,55.6,3.8,8.1,6.6,12.2,1.5,S/D
GOBERNADOR GREGORES AERO,SANTA CRUZ,358.0,87880.0,SAWR,-48.766666666666666,-70.15,Oct,2.0,49.9,3.8,9.0,9.5,16.0,3.8,S/D
GOBERNADOR GREGORES AERO,SANTA CRUZ,358.0,87880.0,SAWR,-48.766666666666666,-70.15,Nov,2.2,44.7,3.9,9.3,12.3,19.0,6.4,S/D
GOBERNADOR GREGORES AERO,SANTA CRUZ,358.0,87880.0,SAWR,-48.766666666666666,-70.15,Dic,2.3,43.9,4.2,8.1,14.3,21.0,8.2,S/D
GUALEGUAYCHU AERO,ENTRE RIOS,23.0,87497.0,SAAG,-33.0,-58.6,Ene,6.3,67.5,3.1,130.3,24.9,31.2,18.8,11.4
GUALEGUAYCHU AERO,ENTRE RIOS,23.0,87497.0,SAAG,-33.0,-58.6,Feb,6.5,72.7,3.3,122.9,23.6,29.7,18.0,10.5
GUALEGUAYCHU AERO,ENTRE RIOS,23.0,87497.0,SAAG,-33.0,-58.6,Mar,6.4,74.7,3.1,128.4,21.8,28.0,16.3,10.3
GUALEGUAYCHU AERO,ENTRE RIOS,23.0,87497.0,SAAG,-33.0,-58.6,Abr,7.2,78.4,3.4,124.4,18.0,24.2,12.7,9.9
GUALEGUAYCHU AERO,ENTRE RIOS,23.0,87497.0,SAAG,-33.0,-58.6,May,5.2,81.5,3.9,81.8,14.4,20.2,9.8,9.9
GUALEGUAYCHU AERO,ENTRE RIOS,23.0,87497.0,SAAG,-33.0,-58.6,Jun,4.2,82.0,4.1,57.8,11.5,17.3,6.9,11.0
GUALEGUAYCHU AERO,ENTRE RIOS,23.0,87497.0,SAAG,-33.0,-58.6,Jul,4.4,80.0,3.9,56.5,10.7,16.6,6.0,11.3
GUALEGUAYCHU AERO,ENTRE RIOS,23.0,87497.0,SAAG,-33.0,-58.6,Ago,4.8,75.5,3.6,60.6,12.8,19.3,7.4,12.9
GUALEGUAYCHU AERO,ENTRE RIOS,23.0,87497.0,SAAG,-33.0,-58.6,Sep,5.5,72.7,3.6,78.6,14.9,20.9,9.3,12.9
GUALEGUAYCHU AERO,ENTRE RIOS,23.0,87497.0,SAAG,-33.0,-58.6,Oct,7.4,73.0,3.8,121.0,18.0,23.8,12.4,12.4
GUALEGUAYCHU AERO,ENTRE RIOS,23.0,87497.0,SAAG,-33.0,-58.6,Nov,6.3,67.5,3.3,115.5,21.0,27.2,14.8,13.0
GUALEGUAYCHU AERO,ENTRE RIOS,23.0,87497.0,SAAG,-33.0,-58.6,Dic,7.6,65.8,3.2,140.2,23.5,29.9,17.1,12.0
IGUAZU AERO,MISIONES,270.0,87097.0,SARI,-25.716666666666665,-54.46666666666667,Ene,9.3,79.0,3.9,180.1,25.8,32.0,20.7,9.1
IGUAZU AERO,MISIONES,270.0,87097.0,SARI,-25.716666666666665,-54.46666666666667,Feb,8.9,80.5,4.0,149.9,25.2,31.5,20.4,9.0
IGUAZU AERO,MISIONES,270.0,87097.0,SARI,-25.716666666666665,-54.46666666666667,Mar,8.0,80.9,3.4,153.3,24.3,30.6,19.4,8.4
IGUAZU AERO,MISIONES,270.0,87097.0,SARI,-25.716666666666665,-54.46666666666667,Abr,7.4,83.8,3.2,161.1,21.6,27.8,16.9,8.7
IGUAZU AERO,MISIONES,270.0,87097.0,SARI,-25.716666666666665,-54.46666666666667,May,7.8,87.5,3.6,185.5,17.8,23.5,13.4,8.9
IGUAZU AERO,MISIONES,270.0,87097.0,SARI,-25.716666666666665,-54.46666666666667,Jun,7.7,88.6,3.8,145.5,16.5,22.2,12.2,9.5
IGUAZU AERO,MISIONES,270.0,87097.0,SARI,-25.716666666666665,-54.46666666666667,Jul,7.1,85.0,3.5,107.0,15.9,22.5,11.0,10.1
IGUAZU AERO,MISIONES,270.0,87097.0,SARI,-25.716666666666665,-54.46666666666667,Ago,5.9,78.9,3.2,83.7,17.9,25.2,12.3,11.1
IGUAZU AERO,MISIONES,270.0,87097.0,SARI,-25.716666666666665,-54.46666666666667,Sep,8.3,77.0,3.8,155.3,19.9,26.8,14.3,10.9
IGUAZU AERO,MISIONES,270.0,87097.0,SARI,-25.716666666666665,-54.46666666666667,Oct,11.4,78.8,4.1,247.0,22.4,28.7,17.0,10.8
IGUAZU AERO,MISIONES,270.0,87097.0,SARI,-25.716666666666665,-54.46666666666667,Nov,8.4,75.8,3.5,172.3,23.7,30.1,17.9,10.1
IGUAZU AERO,MISIONES,270.0,87097.0,SARI,-25.716666666666665,-54.46666666666667,Dic,9.6,77.9,3.8,219.0,25.2,31.3,19.8,9.7
JACHAL,SAN JUAN,1175.0,87305.0,SAMJ,-30.216666666666665,-68.73333333333333,Ene,2.9,53.4,3.0,18.6,25.4,32.9,16.6,S/D
JACHAL,SAN JUAN,1175.0,87305.0,SAMJ,-30.216666666666665,-68.73333333333333,Feb,3.6,58.1,2.9,32.3,23.3,31.2,15.1,S/D
JACHAL,SAN JUAN,1175.0,87305.0,SAMJ,-30.216666666666665,-68.73333333333333,Mar,2.3,62.0,2.9,16.0,21.0,29.0,13.0,S/D
JACHAL,SAN JUAN,1175.0,87305.0,SAMJ,-30.216666666666665,-68.73333333333333,Abr,1.4,64.9,2.5,8.2,16.0,24.5,7.2,S/D
JACHAL,SAN JUAN,1175.0,87305.0,SAMJ,-30.216666666666665,-68.73333333333333,May,1.1,66.2,2.5,5.7,11.2,20.5,2.6,S/D
JACHAL,SAN JUAN,1175.0,87305.0,SAMJ,-30.216666666666665,-68.73333333333333,Jun,0.6,63.4,2.3,3.2,8.4,18.5,-1.0,S/D
JACHAL,SAN JUAN,1175.0,87305.0,SAMJ,-30.216666666666665,-68.73333333333333,Jul,0.8,61.7,2.0,3.4,7.2,17.6,-2.4,S/D
JACHAL,SAN JUAN,1175.0,87305.0,SAMJ,-30.216666666666665,-68.73333333333333,Ago,0.5,56.0,1.8,1.8,10.0,20.4,-0.6,S/D
JACHAL,SAN JUAN,1175.0,87305.0,SAMJ,-30.216666666666665,-68.73333333333333,Sep,1.0,54.4,2.0,5.4,13.5,22.8,3.3,S/D
JACHAL,SAN JUAN,1175.0,87305.0,SAMJ,-30.216666666666665,-68.73333333333333,Oct,1.0,50.6,2.0,4.8,18.3,26.9,7.8,S/D
JACHAL,SAN JUAN,1175.0,87305.0,SAMJ,-30.216666666666665,-68.73333333333333,Nov,0.9,48.2,2.0,5.9,22.0,30.3,11.8,S/D
JACHAL,SAN JUAN,1175.0,87305.0,SAMJ,-30.216666666666665,-68.73333333333333,Dic,2.0,49.1,2.4,18.1,24.9,32.7,15.2,S/D
JUJUY AERO,JUJUY,909.0,87046.0,SASJ,-24.383333333333333,-65.08333333333333,Ene,11.3,73.2,5.2,147.6,23.8,30.3,18.5,8.7
JUJUY AERO,JUJUY,909.0,87046.0,SASJ,-24.383333333333333,-65.08333333333333,Feb,10.4,77.5,5.3,154.0,22.7,28.8,17.9,8.3
JUJUY AERO,JUJUY,909.0,87046.0,SASJ,-24.383333333333333,-65.08333333333333,Mar,10.9,81.1,5.4,131.8,21.3,27.1,17.0,7.9
JUJUY AERO,JUJUY,909.0,87046.0,SASJ,-24.383333333333333,-65.08333333333333,Abr,6.5,81.5,5.2,51.7,18.5,24.3,14.1,7.8
JUJUY AERO,JUJUY,909.0,87046.0,SASJ,-24.383333333333333,-65.08333333333333,May,2.5,79.3,4.8,13.6,15.1,21.3,10.4,7.3
JUJUY AERO,JUJUY,909.0,87046.0,SASJ,-24.383333333333333,-65.08333333333333,Jun,1.1,75.9,4.1,4.3,12.5,19.9,7.3,8.2
JUJUY AERO,JUJUY,909.0,87046.0,SASJ,-24.383333333333333,-65.08333333333333,Jul,0.5,67.1,3.3,2.8,11.9,20.1,6.0,9.1
JUJUY AERO,JUJUY,909.0,87046.0,SASJ,-24.383333333333333,-65.08333333333333,Ago,0.5,55.7,2.8,2.1,15.1,23.6,8.2,11.3
JUJUY AERO,JUJUY,909.0,87046.0,SASJ,-24.383333333333333,-65.08333333333333,Sep,1.1,50.0,3.3,5.1,18.4,26.4,11.0,10.8
JUJUY AERO,JUJUY,909.0,87046.0,SASJ,-24.383333333333333,-65.08333333333333,Oct,3.6,55.7,4.2,28.8,21.9,29.0,15.1,10.4
JUJUY AERO,JUJUY,909.0,87046.0,SASJ,-24.383333333333333,-65.08333333333333,Nov,5.8,60.7,4.5,56.1,23.1,30.0,16.7,10.4
JUJUY AERO,JUJUY,909.0,87046.0,SASJ,-24.383333333333333,-65.08333333333333,Dic,9.2,67.3,4.8,122.5,24.0,30.7,18.1,8.9
JUJUY U N,JUJUY,1302.0,87043.0,,-24.166666666666668,-65.31666666666666,Ene,13.8,80.7,5.8,191.5,21.1,27.3,16.7,4.2
JUJUY U N,JUJUY,1302.0,87043.0,,-24.166666666666668,-65.31666666666666,Feb,13.5,83.7,5.8,188.0,20.2,26.2,16.2,4.4
JUJUY U N,JUJUY,1302.0,87043.0,,-24.166666666666668,-65.31666666666666,Mar,13.3,84.9,5.8,166.5,19.1,24.8,15.5,4.4
JUJUY U N,JUJUY,1302.0,87043.0,,-24.166666666666668,-65.31666666666666,Abr,7.6,84.7,5.4,62.0,16.6,22.4,12.7,4.5
JUJUY U N,JUJUY,1302.0,87043.0,,-24.166666666666668,-65.31666666666666,May,4.5,83.0,5.0,20.9,13.4,19.6,9.1,4.4
JUJUY U N,JUJUY,1302.0,87043.0,,-24.166666666666668,-65.31666666666666,Jun,2.8,79.3,4.1,9.5,11.1,18.6,5.9,4.5
JUJUY U N,JUJUY,1302.0,87043.0,,-24.166666666666668,-65.31666666666666,Jul,2.3,74.1,3.5,7.1,10.2,18.6,4.5,4.4
JUJUY U N,JUJUY,1302.0,87043.0,,-24.166666666666668,-65.31666666666666,Ago,1.7,65.3,3.0,5.9,13.0,21.7,6.4,4.9
JUJUY U N,JUJUY,1302.0,87043.0,,-24.166666666666668,-65.31666666666666,Sep,2.5,62.6,3.4,9.4,15.7,24.0,9.1,5.0
JUJUY U N,JUJUY,1302.0,87043.0,,-24.166666666666668,-65.31666666666666,Oct,5.5,67.0,4.6,40.8,19.0,26.4,12.9,5.1
JUJUY U N,JUJUY,1302.0,87043.0,,-24.166666666666668,-65.31666666666666,Nov,9.0,71.1,4.9,97.5,20.2,27.1,14.6,4.9
JUJUY U N,JUJUY,1302.0,87043.0,,-24.166666666666668,-65.31666666666666,Dic,11.8,77.0,5.3,152.1,21.3,27.7,16.2,4.6
JUNIN AERO,BUENOS AIRES,81.0,87548.0,SAAJ,-34.55,-60.916666666666664,Ene,7.1,69.6,3.2,129.2,23.0,29.8,16.5,14.4
JUNIN AERO,BUENOS AIRES,81.0,87548.0,SAAJ,-34.55,-60.916666666666664,Feb,6.8,74.6,3.2,115.0,21.6,28.4,15.6,12.2
JUNIN AERO,BUENOS AIRES,81.0,87548.0,SAAJ,-34.55,-60.916666666666664,Mar,7.0,75.9,3.1,128.3,19.7,26.9,13.8,12.8
JUNIN AERO,BUENOS AIRES,81.0,87548.0,SAAJ,-34.55,-60.916666666666664,Abr,6.9,75.8,3.5,127.5,16.1,23.1,10.6,13.6
JUNIN AERO,BUENOS AIRES,81.0,87548.0,SAAJ,-34.55,-60.916666666666664,May,4.3,78.9,3.9,75.7,12.7,19.2,7.6,13.2
JUNIN AERO,BUENOS AIRES,81.0,87548.0,SAAJ,-34.55,-60.916666666666664,Jun,3.1,78.0,4.0,31.4,9.5,16.0,4.4,13.4
JUNIN AERO,BUENOS AIRES,81.0,87548.0,SAAJ,-34.55,-60.916666666666664,Jul,3.1,75.7,4.0,29.7,8.7,15.2,3.4,14.4
JUNIN AERO,BUENOS AIRES,81.0,87548.0,SAAJ,-34.55,-60.916666666666664,Ago,3.1,70.6,3.5,40.8,10.7,18.1,4.7,16.1
JUNIN AERO,BUENOS AIRES,81.0,87548.0,SAAJ,-34.55,-60.916666666666664,Sep,4.5,68.3,3.6,60.3,13.2,20.2,6.9,16.8
JUNIN AERO,BUENOS AIRES,81.0,87548.0,SAAJ,-34.55,-60.916666666666664,Oct,8.6,70.7,3.9,134.2,16.3,22.7,10.2,17.2
JUNIN AERO,BUENOS AIRES,81.0,87548.0,SAAJ,-34.55,-60.916666666666664,Nov,6.9,65.7,3.4,112.1,19.6,26.5,12.8,16.8
JUNIN AERO,BUENOS AIRES,81.0,87548.0,SAAJ,-34.55,-60.916666666666664,Dic,7.6,64.5,3.2,121.0,22.1,29.2,15.1,15.2
LA PLATA AERO,BUENOS AIRES,23.0,87593.0,SADL,-34.95,-57.88333333333333,Ene,7.1,72.2,3.2,111.0,23.1,28.9,17.4,S/D
LA PLATA AERO,BUENOS AIRES,23.0,87593.0,SADL,-34.95,-57.88333333333333,Feb,6.3,75.7,3.1,112.8,22.2,27.8,16.9,S/D
LA PLATA AERO,BUENOS AIRES,23.0,87593.0,SADL,-34.95,-57.88333333333333,Mar,6.3,79.1,3.1,106.5,20.2,25.8,15.2,S/D
LA PLATA AERO,BUENOS AIRES,23.0,87593.0,SADL,-34.95,-57.88333333333333,Abr,6.6,82.2,3.5,98.2,16.4,22.1,11.7,S/D
LA PLATA AERO,BUENOS AIRES,23.0,87593.0,SADL,-34.95,-57.88333333333333,May,5.2,85.1,4.0,78.0,13.0,18.2,8.7,S/D
LA PLATA AERO,BUENOS AIRES,23.0,87593.0,SADL,-34.95,-57.88333333333333,Jun,5.1,84.4,4.1,58.6,10.1,15.1,6.0,S/D
LA PLATA AERO,BUENOS AIRES,23.0,87593.0,SADL,-34.95,-57.88333333333333,Jul,5.4,83.7,4.1,78.7,9.2,14.2,5.2,S/D
LA PLATA AERO,BUENOS AIRES,23.0,87593.0,SADL,-34.95,-57.88333333333333,Ago,5.2,81.4,3.9,67.5,11.0,16.4,6.3,S/D
LA PLATA AERO,BUENOS AIRES,23.0,87593.0,SADL,-34.95,-57.88333333333333,Sep,5.8,79.0,3.8,71.4,12.8,18.1,7.9,S/D
LA PLATA AERO,BUENOS AIRES,23.0,87593.0,SADL,-34.95,-57.88333333333333,Oct,7.4,78.6,3.9,101.0,15.9,21.0,10.7,S/D
LA PLATA AERO,BUENOS AIRES,23.0,87593.0,SADL,-34.95,-57.88333333333333,Nov,6.8,74.3,3.5,95.3,18.8,24.4,13.4,S/D
LA PLATA AERO,BUENOS AIRES,23.0,87593.0,SADL,-34.95,-57.88333333333333,Dic,6.6,70.8,3.2,93.7,21.6,27.5,15.8,S/D
LA QUIACA OBSERVATORIO,JUJUY,3459.0,87007.0,SASQ,-22.1,-65.6,Ene,11.5,62.6,4.9,101.9,13.2,20.6,7.7,6.5
