Estadísticas Climatológicas Normales - período 1991-2020													
													
Se deja constancia que la información vertida en el presente informe puede sufrir variaciones debido a los procesos de consistencia y depuración a los que es sometida la misma	
S/D: Sin Dato	
Las estadísticas de las estaciones que poseen un asterisco(*) en su nombre, fueron confeccionadas con un período algo menor que 1991-2020  


Estación	Valor Medio de	Ene	Feb	Mar	Abr	May	Jun	Jul	Ago	Sep	Oct	Nov	Dic	
EL TRÉBOL	Precipitación (mm)	123.8	115.9	114.1	104.6	37.4	21.9	19.3	24.9	47.2	103.5	111.6	160.0	
EL TRÉBOL	Frecuencia de días con Precipitación superior a 1.0 mm	6.5	6.4	6.5	6.5	3.8	2.7	2.2	2.4	3.8	6.9	7.0	8.0	
ROSARIO AERO	Temperatura (°C)	24.8	23.4	21.5	17.7	14.2	11.0	10.1	12.3	15.0	18.2	21.3	23.6	
ROSARIO AERO	Temperatura máxima (°C)	30.9	29.4	27.7	23.9	20.1	17.0	16.5	19.2	21.5	24.3	27.5	29.8	
ROSARIO AERO	Temperatura mínima (°C)	18.7	17.7	16.0	12.4	9.4	6.2	4.9	6.3	8.7	12.3	15.0	17.3	
ROSARIO AERO	Humedad relativa (%)	67.8	72.8	75.4	78.1	81.0	80.9	77.9	72.6	68.5	69.3	65.6	65.5	
ROSARIO AERO	Velocidad del Viento (km/h) (2011-2020)	12.4	11.4	10.5	10.7	10.7	10.6	11.6	12.8	14.4	15.3	14.6	12.7	
ROSARIO AERO	Nubosidad total (octavos)	3.2	3.3	3.1	3.6	4.0	4.2	3.9	3.5	3.6	3.9	3.4	3.3	
ROSARIO AERO	Precipitación (mm)	120.7	127.4	138.4	119.9	57.7	28.3	23.0	35.3	48.0	118.7	108.2	127.9	
ROSARIO AERO	Frecuencia de días con Precipitación superior a 1.0 mm	6.4	6.6	6.3	6.9	4.2	2.7	2.6	2.8	4.1	7.9	6.7	7.7	
GUALEGUAYCHÚ AERO	Temperatura (°C)	24.9	23.6	21.8	18.0	14.4	11.5	10.7	12.8	14.9	18.0	21.0	23.5	
GUALEGUAYCHÚ AERO	Temperatura máxima (°C)	31.2	29.7	28.0	24.2	20.2	17.3	16.6	19.3	20.9	23.8	27.2	29.9	
GUALEGUAYCHÚ AERO	Temperatura mínima (°C)	18.8	18.0	16.3	12.7	9.8	6.9	6.0	7.4	9.3	12.4	14.8	17.1	
GUALEGUAYCHÚ AERO	Humedad relativa (%)	67.5	72.7	74.7	78.4	81.5	82.0	80.0	75.5	72.7	73.0	67.5	65.8	
GUALEGUAYCHÚ AERO	Velocidad del Viento (km/h) (2011-2020)	11.4	10.5	10.3	9.9	9.9	11.0	11.3	12.9	12.9	12.4	13.0	12.0	
GUALEGUAYCHÚ AERO	Nubosidad total (octavos)	3.1	3.3	3.1	3.4	3.9	4.1	3.9	3.6	3.6	3.8	3.3	3.2	
GUALEGUAYCHÚ AERO	Precipitación (mm)	130.3	122.9	128.4	124.4	81.8	57.8	56.5	60.6	78.6	121.0	115.5	140.2	
GUALEGUAYCHÚ AERO	Frecuencia de días con Precipitación superior a 1.0 mm	6.3	6.5	6.4	7.2	5.2	4.2	4.4	4.8	5.5	7.4	6.3	7.6	
MALARGÜE AERO	Temperatura (°C)	20.6	18.9	16.4	11.5	7.4	4.7	3.8	5.8	8.7	12.5	16.2	19.2	
MALARGÜE AERO	Temperatura máxima (°C)	29.1	27.2	25.0	20.0	15.3	12.5	11.8	14.2	17.0	20.5	24.4	27.5	
MALARGÜE AERO	Temperatura mínima (°C)	11.6	10.7	8.9	4.8	1.5	-1.0	-2.3	-1.1	1.3	4.4	7.3	10.0	
MALARGÜE AERO	Humedad relativa (%)	43.8	50.3	55.4	60.6	63.7	61.9	59.8	53.7	49.2	44.9	40.9	40.0	
MALARGÜE AERO	Velocidad del Viento (km/h) (2011-2020)	10.4	9.7	8.8	8.2	9.4	11.6	11.4	12.6	12.2	11.9	12.1	11.7	
MALARGÜE AERO	Nubosidad total (octavos)	2.6	2.8	2.9	3.3	4.0	3.9	3.7	3.6	3.6	3.6	3.1	2.7	
MALARGÜE AERO	Precipitación (mm)	22.7	32.4	30.2	30.4	30.4	33.5	24.4	26.9	17.4	24.5	25.9	21.9	
MALARGÜE AERO	Frecuencia de días con Precipitación superior a 1.0 mm	3.0	4.1	3.2	3.1	3.8	4.0	2.9	3.2	2.9	2.9	2.6	2.8	
SAN RAFAEL AERO	Temperatura (°C)	23.8	22.0	19.4	14.6	10.7	7.7	6.8	9.1	12.2	16.0	19.7	22.6	
SAN RAFAEL AERO	Temperatura máxima (°C)	31.8	30.2	27.4	22.6	18.5	16.1	15.4	18.0	20.5	23.9	27.6	30.7	
SAN RAFAEL AERO	Temperatura mínima (°C)	15.8	14.7	12.9	8.6	5.2	1.9	0.8	2.3	4.9	8.2	11.4	14.2	
SAN RAFAEL AERO	Humedad relativa (%)	50.0	56.1	61.3	65.7	68.6	63.2	60.4	53.8	52.6	51.3	48.2	46.6	
SAN RAFAEL AERO	Velocidad del Viento (km/h) (2011-2020)	10.9	10.1	9.4	8.6	8.7	10.1	10.2	11.2	10.3	10.4	11.1	11.1	
SAN RAFAEL AERO	Nubosidad total (octavos)	2.5	2.6	2.6	2.9	3.4	3.1	2.9	2.7	2.9	3.0	2.7	2.4	
SAN RAFAEL AERO	Precipitación (mm)	54.2	50.6	40.2	26.6	21.3	7.2	11.1	14.5	21.5	38.3	36.2	41.2	
SAN RAFAEL AERO	Frecuencia de días con Precipitación superior a 1.0 mm	5.4	5.1	3.7	3.3	3.0	1.3	1.7	2.3	2.9	3.9	4.5	4.9	
GENERAL PICO AERO	Temperatura (°C)	23.8	22.4	20.2	16.1	12.2	8.9	8.0	10.4	13.3	16.6	20.3	23.0	
GENERAL PICO AERO	Temperatura máxima (°C)	30.9	29.6	27.4	23.2	18.8	15.7	15.1	18.1	20.8	23.5	27.4	30.2	
GENERAL PICO AERO	Temperatura mínima (°C)	17.1	15.9	14.4	10.5	7.1	3.6	2.5	4.0	6.6	10.2	13.4	15.9	
GENERAL PICO AERO	Humedad relativa (%)	63.6	68.2	71.2	72.8	78.0	76.5	73.4	65.5	63.2	65.4	59.3	59.0	
GENERAL PICO AERO	Velocidad del Viento (km/h) (2011-2020)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
GENERAL PICO AERO	Nubosidad total (octavos)	3.1	3.0	3.1	3.4	3.9	4.0	3.8	3.4	3.6	3.7	3.3	3.1	
GENERAL PICO AERO	Precipitación (mm)	106.6	105.3	130.6	79.5	33.5	15.9	17.2	23.8	48.8	100.4	103.4	120.2	
GENERAL PICO AERO	Frecuencia de días con Precipitación superior a 1.0 mm	7.3	5.9	7.4	5.3	4.0	2.8	2.7	2.7	4.7	7.8	6.6	7.4	
LABOULAYE AERO	Temperatura (°C)	23.2	21.8	19.9	16.1	12.4	9.1	8.1	10.2	13.2	16.6	20.0	22.4	
LABOULAYE AERO	Temperatura máxima (°C)	30.4	29.1	27.3	23.4	19.4	16.3	15.7	18.7	21.3	23.8	27.3	29.9	
LABOULAYE AERO	Temperatura mínima (°C)	16.9	15.9	14.2	10.8	7.6	4.0	2.8	3.9	6.6	10.5	13.5	15.8	
LABOULAYE AERO	Humedad relativa (%)	69.9	74.3	76.3	76.2	78.4	76.9	72.9	67.1	64.8	68.1	64.5	64.5	
LABOULAYE AERO	Velocidad del Viento (km/h) (2011-2020)	10.9	8.0	8.3	8.2	7.6	6.7	8.0	10.6	12.6	13.6	13.2	12.0	
LABOULAYE AERO	Nubosidad total (octavos)	3.0	3.0	2.9	3.5	4.0	3.9	3.8	3.3	3.4	3.7	3.3	3.0	
LABOULAYE AERO	Precipitación (mm)	130.0	108.4	128.6	88.7	39.0	13.2	13.5	17.5	48.4	102.3	106.0	137.4	
LABOULAYE AERO	Frecuencia de días con Precipitación superior a 1.0 mm	7.5	6.1	6.9	6.1	3.6	1.9	2.0	2.0	4.0	7.8	7.6	8.0	
PEHUAJÓ AERO	Temperatura (°C)	23.0	21.6	19.4	15.5	11.9	8.8	7.8	9.9	12.5	15.7	19.0	21.9	
PEHUAJÓ AERO	Temperatura máxima (°C)	29.8	28.5	26.5	22.3	18.2	14.9	14.2	17.0	19.3	22.1	25.8	28.8	
PEHUAJÓ AERO	Temperatura mínima (°C)	16.2	15.1	13.3	10.0	7.1	4.0	3.0	4.3	6.5	9.9	12.7	14.9	
PEHUAJÓ AERO	Humedad relativa (%)	68.0	73.0	75.8	77.7	81.0	80.4	78.5	73.8	70.8	72.9	68.5	65.6	
PEHUAJÓ AERO	Velocidad del Viento (km/h) (2011-2020)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
PEHUAJÓ AERO	Nubosidad total (octavos)	3.4	3.3	3.3	3.6	4.1	4.2	4.2	3.8	3.8	4.1	3.6	3.3	
PEHUAJÓ AERO	Precipitación (mm)	116.0	91.3	128.6	91.2	55.3	25.1	23.8	32.0	57.3	109.0	102.1	109.0	
PEHUAJÓ AERO	Frecuencia de días con Precipitación superior a 1.0 mm	7.5	6.3	7.2	6.4	4.3	3.4	3.3	3.2	4.7	8.1	6.9	7.3	
JUNÍN AERO	Temperatura (°C)	23.0	21.6	19.7	16.1	12.7	9.5	8.7	10.7	13.2	16.3	19.6	22.1	
JUNÍN AERO	Temperatura máxima (°C)	29.8	28.4	26.9	23.1	19.2	16.0	15.2	18.1	20.2	22.7	26.5	29.2	
JUNÍN AERO	Temperatura mínima (°C)	16.5	15.6	13.8	10.6	7.6	4.4	3.4	4.7	6.9	10.2	12.8	15.1	
JUNÍN AERO	Humedad relativa (%)	69.6	74.6	75.9	75.8	78.9	78.0	75.7	70.6	68.3	70.7	65.7	64.5	
JUNÍN AERO	Velocidad del Viento (km/h) (2011-2020)	14.4	12.2	12.8	13.6	13.2	13.4	14.4	16.1	16.8	17.2	16.8	15.2	
JUNÍN AERO	Nubosidad total (octavos)	3.2	3.2	3.1	3.5	3.9	4.0	4.0	3.5	3.6	3.9	3.4	3.2	
JUNÍN AERO	Precipitación (mm)	129.2	115.0	128.3	127.5	75.7	31.4	29.7	40.8	60.3	134.2	112.1	121.0	
JUNÍN AERO	Frecuencia de días con Precipitación superior a 1.0 mm	7.1	6.8	7.0	6.9	4.3	3.1	3.1	3.1	4.5	8.6	6.9	7.6	
NUEVE DE JULIO	Temperatura (°C)	23.3	22.1	19.8	15.9	12.5	9.4	8.5	10.6	13.1	16.2	19.4	22.3	
NUEVE DE JULIO	Temperatura máxima (°C)	30.5	29.1	27.0	22.8	18.9	15.4	14.6	17.5	19.7	22.5	26.5	29.5	
NUEVE DE JULIO	Temperatura mínima (°C)	16.8	16.1	14.2	10.9	8.0	5.1	4.2	5.5	7.5	10.4	13.1	15.4	
NUEVE DE JULIO	Humedad relativa (%)	65.0	69.9	72.8	75.6	78.9	78.3	76.6	71.0	67.6	69.8	64.9	62.6	
NUEVE DE JULIO	Velocidad del Viento (km/h) (2011-2020)	9.2	7.9	7.3	7.8	7.4	7.7	8.7	9.8	10.6	9.7	10.5	9.4	
NUEVE DE JULIO	Nubosidad total (octavos)	3.2	3.2	3.2	3.5	4.0	4.2	4.1	3.7	3.6	3.8	3.5	3.2	
NUEVE DE JULIO	Precipitación (mm)	121.9	103.4	139.4	118.0	67.4	38.5	37.8	39.9	63.7	114.6	99.6	109.2	
NUEVE DE JULIO	Frecuencia de días con Precipitación superior a 1.0 mm	7.2	6.0	7.2	6.9	4.8	3.7	3.8	3.2	5.1	8.3	7.4	7.5	
SAN FERNANDO AERO*	Temperatura (°C)	24.6	23.5	21.5	17.8	14.2	11.2	10.6	12.5	14.5	17.6	20.6	23.0	
SAN FERNANDO AERO*	Temperatura máxima (°C)	29.5	28.2	26.2	22.7	18.9	16.2	15.4	17.7	19.3	22.1	25.4	28.3	
SAN FERNANDO AERO*	Temperatura mínima (°C)	19.3	18.7	16.7	13.1	9.8	6.9	6.2	7.8	9.6	12.8	15.3	17.5	
SAN FERNANDO AERO*	Humedad relativa (%)	66.0	70.7	73.6	76.9	80.3	79.7	78.3	74.4	71.2	70.9	66.6	64.6	
SAN FERNANDO AERO*	Velocidad del Viento (km/h) (2011-2020)	12.8	11.8	10.6	9.8	9.0	9.2	9.8	11.0	12.9	13.3	13.3	12.6	
SAN FERNANDO AERO*	Nubosidad total (octavos)	3.0	3.2	3.0	3.4	3.8	3.9	4.0	3.8	3.7	3.8	3.3	2.9	
SAN FERNANDO AERO*	Precipitación (mm)	114.4	122.6	119.2	106.2	81.3	52.5	68.6	70.7	78.6	111.8	113.7	104.3	
SAN FERNANDO AERO*	Frecuencia de días con Precipitación superior a 1.0 mm	6.9	6.5	6.0	6.5	5.2	4.2	4.9	5.3	5.6	7.4	6.8	6.6	
LAS FLORES	Temperatura (°C)	22.6	21.4	19.4	15.4	12.0	9.0	8.1	10.2	12.1	15.4	18.4	21.2	
LAS FLORES	Temperatura máxima (°C)	29.7	28.4	26.2	22.1	18.1	14.7	13.9	16.5	18.4	21.4	25.0	28.4	
LAS FLORES	Temperatura mínima (°C)	15.2	14.7	13.0	9.7	6.8	4.1	3.2	4.8	6.4	9.4	11.9	14.1	
LAS FLORES	Humedad relativa (%)	69.3	73.7	77.4	79.4	82.1	82.2	81.8	79.3	77.5	76.2	72.1	68.5	
LAS FLORES	Velocidad del Viento (km/h) (2011-2020)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
LAS FLORES	Nubosidad total (octavos)	3.6	3.5	3.5	3.7	4.3	4.3	4.4	4.1	4.1	4.2	3.8	3.5	
LAS FLORES	Precipitación (mm)	98.3	104.5	118.8	105.9	61.4	52.5	49.9	57.1	65.4	102.6	92.7	71.6	
LAS FLORES	Frecuencia de días con Precipitación superior a 1.0 mm	6.2	6.1	6.4	6.6	4.5	4.1	4.3	4.2	4.8	7.0	6.9	6.1	
SAN MIGUEL*	Temperatura (°C)	24.1	22.9	21.0	17.1	13.6	10.9	10.2	12.2	14.1	17.2	20.3	22.9	
SAN MIGUEL*	Temperatura máxima (°C)	30.1	28.6	26.9	22.9	19.1	16.1	15.4	17.9	19.6	22.6	25.9	28.9	
SAN MIGUEL*	Temperatura mínima (°C)	18.7	17.9	16.0	12.3	9.4	6.7	5.9	7.2	9.2	12.2	14.7	17.2	
SAN MIGUEL*	Humedad relativa (%)	68.2	74.0	75.8	79.6	82.5	81.9	80.3	75.8	73.4	72.4	69.2	67.0	
SAN MIGUEL*	Velocidad del Viento (km/h) (2011-2020)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
SAN MIGUEL*	Nubosidad total (octavos)	3.5	3.6	3.4	3.8	4.3	4.4	4.2	4.0	4.1	4.1	3.7	3.5	
SAN MIGUEL*	Precipitación (mm)	116.2	130.7	95.4	114.3	69.5	49.8	65.5	64.6	S/D	118.6	120.3	100.9	
SAN MIGUEL*	Frecuencia de días con Precipitación superior a 1.0 mm	7.3	7.3	6.5	7.9	5.3	4.8	5.7	5.2	S/D	8.1	8.0	7.5	
EL PALOMAR AERO	Temperatura (°C)	24.1	23.1	21.0	17.0	13.4	10.5	9.7	11.8	13.9	16.9	20.0	22.7	
EL PALOMAR AERO	Temperatura máxima (°C)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
EL PALOMAR AERO	Temperatura mínima (°C)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
EL PALOMAR AERO	Humedad relativa (%)	66.7	71.4	74.7	78.9	82.1	81.1	79.5	75.6	72.5	72.7	68.2	65.5	
EL PALOMAR AERO	Velocidad del Viento (km/h) (2011-2020)	12.0	11.1	10.2	9.4	8.7	8.9	9.6	10.8	12.9	12.6	12.3	11.8	
EL PALOMAR AERO	Nubosidad total (octavos)	3.2	3.3	3.2	3.6	4.0	4.2	4.1	3.9	3.8	4.0	3.5	3.3	
EL PALOMAR AERO	Precipitación (mm)	115.9	112.0	104.3	112.4	72.9	54.5	S/D	63.9	66.9	116.3	109.0	104.2	
EL PALOMAR AERO	Frecuencia de días con Precipitación superior a 1.0 mm	6.6	6.0	6.0	6.8	4.9	4.4	S/D	4.6	5.2	7.3	6.6	6.5	
EZEIZA AERO	Temperatura (°C)	24.1	23.0	21.0	17.1	13.6	10.8	9.8	11.8	13.8	16.8	20.0	22.7	
EZEIZA AERO	Temperatura máxima (°C)	30.3	28.8	26.8	22.9	19.0	15.9	15.0	17.5	19.3	22.2	25.8	29.0	
EZEIZA AERO	Temperatura mínima (°C)	17.9	17.1	15.4	11.8	8.9	6.1	5.2	6.6	8.3	11.2	13.8	16.2	
EZEIZA AERO	Humedad relativa (%)	65.6	70.6	74.2	77.3	79.7	78.5	77.6	73.8	71.7	71.9	67.0	64.1	
EZEIZA AERO	Velocidad del Viento (km/h) (2011-2020)	13.2	12.2	11.2	10.8	10.0	10.4	11.1	12.0	13.5	13.4	13.9	12.7	
EZEIZA AERO	Nubosidad total (octavos)	3.4	3.4	3.4	3.8	4.3	4.5	4.4	4.2	4.1	4.2	3.7	3.4	
EZEIZA AERO	Precipitación (mm)	99.8	108.5	100.1	100.6	70.3	48.4	56.9	59.3	65.4	106.6	99.5	99.5	
EZEIZA AERO	Frecuencia de días con Precipitación superior a 1.0 mm	6.6	6.4	6.0	6.3	4.9	4.5	4.5	4.6	5.5	7.5	6.5	6.2	
AEROPARQUE AERO	Temperatura (°C)	24.5	23.7	22.0	18.5	15.2	12.3	11.3	12.9	14.7	17.7	20.6	23.2	
AEROPARQUE AERO	Temperatura máxima (°C)	28.4	27.3	25.5	22.0	18.4	15.5	14.4	16.5	18.3	21.1	24.5	27.4	
AEROPARQUE AERO	Temperatura mínima (°C)	20.8	20.2	18.8	15.3	12.3	9.4	8.4	9.7	11.5	14.3	16.8	19.2	
AEROPARQUE AERO	Humedad relativa (%)	67.0	69.8	71.3	73.6	76.4	76.3	75.5	73.6	71.1	70.6	67.0	65.1	
AEROPARQUE AERO	Velocidad del Viento (km/h) (2011-2020)	16.8	15.8	14.9	13.9	12.9	12.2	13.2	14.0	16.6	17.2	17.1	15.9	
AEROPARQUE AERO	Nubosidad total (octavos)	3.1	3.2	3.1	3.5	4.0	4.2	4.1	3.9	3.8	3.9	3.5	3.2	
AEROPARQUE AERO	Precipitación (mm)	117.5	112.3	111.8	108.3	83.3	54.6	64.3	61.5	72.6	104.7	103.2	112.8	
AEROPARQUE AERO	Frecuencia de días con Precipitación superior a 1.0 mm	6.7	6.0	5.9	6.6	5.0	4.5	5.0	5.0	5.5	7.5	6.8	6.6	
BUENOS AIRES OBSERVATORIO	Temperatura (°C)	24.9	23.8	22.0	18.2	14.8	12.0	11.0	13.0	14.9	17.9	20.9	23.6	
BUENOS AIRES OBSERVATORIO	Temperatura máxima (°C)	30.1	28.9	27.0	23.2	19.4	16.4	15.5	17.9	19.7	22.6	26.0	29.0	
BUENOS AIRES OBSERVATORIO	Temperatura mínima (°C)	20.2	19.4	17.7	14.1	11.1	8.4	7.5	8.9	10.6	13.4	16.1	18.5	
BUENOS AIRES OBSERVATORIO	Humedad relativa (%)	64.6	69.1	72.0	75.6	78.7	78.2	77.0	72.6	69.5	69.4	65.3	62.8	
BUENOS AIRES OBSERVATORIO	Velocidad del Viento (km/h) (2011-2020)	8.9	8.3	7.6	7.2	7.1	7.2	7.7	8.4	9.2	9.5	9.6	9.1	
BUENOS AIRES OBSERVATORIO	Nubosidad total (octavos)	3.2	3.2	3.2	3.6	4.1	4.3	4.2	4.0	3.9	4.0	3.6	3.2	
BUENOS AIRES OBSERVATORIO	Precipitación (mm)	134.4	129.3	120.0	130.3	93.5	61.5	74.4	70.3	80.6	122.9	117.6	122.8	
BUENOS AIRES OBSERVATORIO	Frecuencia de días con Precipitación superior a 1.0 mm	7.5	6.8	6.7	7.1	5.2	4.9	5.6	4.9	5.8	7.9	7.2	6.9	
LA PLATA AERO	Temperatura (°C)	23.1	22.2	20.2	16.4	13.0	10.1	9.2	11.0	12.8	15.9	18.8	21.6	
LA PLATA AERO	Temperatura máxima (°C)	28.9	27.8	25.8	22.1	18.2	15.1	14.2	16.4	18.1	21.0	24.4	27.5	
LA PLATA AERO	Temperatura mínima (°C)	17.4	16.9	15.2	11.7	8.7	6.0	5.2	6.3	7.9	10.7	13.4	15.8	
LA PLATA AERO	Humedad relativa (%)	72.2	75.7	79.1	82.2	85.1	84.4	83.7	81.4	79.0	78.6	74.3	70.8	
LA PLATA AERO	Velocidad del Viento (km/h) (2011-2020)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
LA PLATA AERO	Nubosidad total (octavos)	3.2	3.1	3.1	3.5	4.0	4.1	4.1	3.9	3.8	3.9	3.5	3.2	
LA PLATA AERO	Precipitación (mm)	111.0	112.8	106.5	98.2	78.0	58.6	78.7	67.5	71.4	101.0	95.3	93.7	
LA PLATA AERO	Frecuencia de días con Precipitación superior a 1.0 mm	7.1	6.3	6.3	6.6	5.2	5.1	5.4	5.2	5.8	7.4	6.8	6.6	
PUNTA INDIO B.A.	Temperatura (°C)	23.0	22.2	20.4	16.7	13.2	10.2	9.2	10.8	12.8	15.9	18.7	21.4	
PUNTA INDIO B.A.	Temperatura máxima (°C)	27.9	27.0	25.2	21.7	18.0	14.8	13.7	15.8	17.5	20.5	23.5	26.6	
PUNTA INDIO B.A.	Temperatura mínima (°C)	18.3	17.6	16.0	12.4	9.3	6.3	5.4	6.6	8.5	11.5	14.0	16.5	
PUNTA INDIO B.A.	Humedad relativa (%)	76.4	79.6	81.7	84.3	86.6	86.8	86.3	84.3	82.6	81.6	78.4	75.3	
PUNTA INDIO B.A.	Velocidad del Viento (km/h) (2011-2020)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
PUNTA INDIO B.A.	Nubosidad total (octavos)	3.6	3.5	3.4	3.7	4.2	4.3	4.3	4.1	4.1	4.3	3.8	3.6	
PUNTA INDIO B.A.	Precipitación (mm)	97.4	116.1	94.8	93.8	67.5	69.3	82.5	68.9	77.2	95.9	94.8	82.3	
PUNTA INDIO B.A.	Frecuencia de días con Precipitación superior a 1.0 mm	6.0	7.0	6.6	6.9	5.7	5.3	6.1	5.9	6.5	7.4	6.7	6.4	
SANTA ROSA AERO	Temperatura (°C)	23.8	22.2	19.7	15.2	11.3	8.1	7.4	9.6	12.5	15.8	19.6	22.7	
SANTA ROSA AERO	Temperatura máxima (°C)	31.5	29.9	27.3	22.7	18.2	15.1	14.5	17.6	20.3	23.0	27.1	30.3	
SANTA ROSA AERO	Temperatura mínima (°C)	16.5	15.2	13.4	9.5	6.1	3.0	2.1	3.5	5.9	9.2	12.4	15.2	
SANTA ROSA AERO	Humedad relativa (%)	57.1	62.9	68.4	70.7	75.8	73.6	70.2	62.7	60.0	62.1	56.5	53.3	
SANTA ROSA AERO	Velocidad del Viento (km/h) (2011-2020)	16.8	15.0	15.1	13.5	12.3	11.8	12.9	14.4	15.9	16.1	16.6	16.4	
SANTA ROSA AERO	Nubosidad total (octavos)	3.1	3.0	3.1	3.6	4.3	4.3	4.2	3.8	3.8	3.9	3.4	3.2	
SANTA ROSA AERO	Precipitación (mm)	95.3	88.3	99.0	63.8	32.1	17.3	18.8	26.9	49.7	90.2	75.9	96.1	
SANTA ROSA AERO	Frecuencia de días con Precipitación superior a 1.0 mm	7.0	5.9	5.9	4.6	3.1	2.4	2.6	2.3	4.1	6.2	5.7	6.7	
CORONEL SUÁREZ AERO	Temperatura (°C)	S/D	S/D	17.7	13.3	9.7	6.8	S/D	7.9	10.3	13.5	16.9	20.2	
CORONEL SUÁREZ AERO	Temperatura máxima (°C)	29.0	S/D	25.1	20.6	16.4	13.2	12.5	15.2	17.6	20.3	24.3	27.9	
CORONEL SUÁREZ AERO	Temperatura mínima (°C)	13.8	S/D	11.0	7.1	4.3	1.4	0.4	1.5	3.5	6.6	9.4	12.1	
CORONEL SUÁREZ AERO	Humedad relativa (%)	S/D	S/D	75.0	77.1	81.5	80.1	S/D	73.0	71.5	72.0	65.6	60.9	
CORONEL SUÁREZ AERO	Velocidad del Viento (km/h) (2011-2020)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
CORONEL SUÁREZ AERO	Nubosidad total (octavos)	S/D	S/D	3.5	3.8	4.4	4.4	S/D	4.1	4.0	4.2	3.8	3.6	
CORONEL SUÁREZ AERO	Precipitación (mm)	93.5	S/D	92.3	69.4	45.3	24.1	30.0	35.2	51.4	94.2	74.0	83.4	
CORONEL SUÁREZ AERO	Frecuencia de días con Precipitación superior a 1.0 mm	6.8	S/D	6.4	5.3	4.1	2.7	3.1	3.4	5.0	7.0	6.6	6.8	
BOLÍVAR AERO	Temperatura (°C)	22.3	21.0	18.8	14.8	11.4	8.3	7.3	9.4	11.8	15.2	18.4	21.2	
BOLÍVAR AERO	Temperatura máxima (°C)	29.6	28.3	26.1	22.0	17.8	14.6	13.8	16.6	18.8	21.7	25.3	28.6	
BOLÍVAR AERO	Temperatura mínima (°C)	15.0	14.1	12.3	9.2	6.2	3.1	2.0	3.6	5.6	8.9	11.4	13.7	
BOLÍVAR AERO	Humedad relativa (%)	68.5	73.8	77.2	78.5	81.8	81.2	79.8	75.0	72.9	73.7	69.0	66.0	
BOLÍVAR AERO	Velocidad del Viento (km/h) (2011-2020)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
BOLÍVAR AERO	Nubosidad total (octavos)	3.3	3.4	3.3	3.6	4.1	4.2	4.2	3.9	3.9	4.1	3.6	3.3	
BOLÍVAR AERO	Precipitación (mm)	113.8	106.0	133.0	106.7	58.7	37.8	35.4	41.2	68.2	118.9	94.8	103.6	
BOLÍVAR AERO	Frecuencia de días con Precipitación superior a 1.0 mm	7.0	6.0	6.5	6.9	4.6	3.8	3.9	3.5	5.1	8.0	7.5	7.2	
AZUL AERO*	Temperatura (°C)	21.6	20.3	17.8	14.0	10.5	7.5	6.9	8.6	10.7	14.0	17.2	20.3	
AZUL AERO*	Temperatura máxima (°C)	29.5	27.9	25.1	21.1	17.1	13.8	13.2	15.6	17.6	20.6	24.4	28.1	
AZUL AERO*	Temperatura mínima (°C)	14.0	13.3	11.3	7.9	5.2	2.4	1.8	3.0	4.4	7.6	10.1	12.5	
AZUL AERO*	Humedad relativa (%)	65.5	72.1	76.6	77.9	81.4	80.5	79.7	75.3	73.1	74.1	69.5	63.5	
AZUL AERO*	Velocidad del Viento (km/h) (2011-2020)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
AZUL AERO*	Nubosidad total (octavos)	3.3	3.4	3.4	3.5	4.1	4.2	4.2	4.0	3.9	4.0	3.6	3.2	
AZUL AERO*	Precipitación (mm)	103.8	101.6	113.9	90.6	55.7	37.1	40.8	59.2	67.5	92.0	97.9	75.4	
AZUL AERO*	Frecuencia de días con Precipitación superior a 1.0 mm	6.5	5.8	7.3	6.0	4.6	3.4	4.3	4.0	4.9	7.1	6.9	5.9	
OLAVARRÍA AERO	Temperatura (°C)	21.7	20.3	18.1	13.9	10.5	7.5	6.5	8.4	10.7	13.9	17.1	20.3	
OLAVARRÍA AERO	Temperatura máxima (°C)	29.0	27.5	25.0	20.9	16.8	13.5	12.8	15.5	17.5	20.4	24.0	27.7	
OLAVARRÍA AERO	Temperatura mínima (°C)	14.1	13.5	11.8	8.3	5.5	2.4	1.6	3.1	4.7	7.6	10.1	12.5	
